MagpieData mean Number,MagpieData mean MendeleevNumber,MagpieData mean AtomicWeight,MagpieData mean MeltingT,MagpieData mean Column,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity,MagpieData mean NsValence,MagpieData mean NpValence,MagpieData mean NdValence,MagpieData mean NfValence,MagpieData mean NValence,MagpieData mean NsUnfilled,MagpieData mean NpUnfilled,MagpieData mean NdUnfilled,MagpieData mean NfUnfilled,MagpieData mean NUnfilled,MagpieData mean GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean GSmagmom,MagpieData mean SpaceGroupNumber,Volume (V),Predicted Bandgap,Predicted Seebeck Coefficient n (S.n.value),Predicted Thermal Conductivity n (kappa.n.value),Predicted Electrical Conductivity n (sigma.n.value)
29.5,58.333333333333336,66.83489166666666,2365.5,9.5,4.0,134.83333333333334,1.9666666666666668,1.6666666666666667,1.0,1.6666666666666667,0.5,4.833333333333333,0.3333333333333333,2.0,1.6666666666666667,1.8333333333333333,5.833333333333333,18.929166666666667,1.0070000000000001,0.0,216.66666666666666,97.6155,255.27007250000025,-134.64846235000002,1617260.0835317413,221673.55806130407
29.0,58.333333333333336,66.48393333333333,1186.1333333333334,9.333333333333334,4.0,139.83333333333334,1.9616666666666667,2.0,1.6666666666666667,4.0,0.0,7.666666666666667,0.0,1.3333333333333333,2.6666666666666665,0.0,4.0,25.07083333333333,0.0,7.5111111111e-06,160.16666666666666,120.056,502.6600755000001,-287.8843875150004,711538.5327254285,97220.28366785096
29.0,58.333333333333336,67.60863333333334,606.495,10.666666666666666,3.8333333333333335,132.66666666666666,2.2866666666666666,1.8333333333333333,2.1666666666666665,1.6666666666666667,0.0,5.666666666666667,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,30.159583333333334,0.4155,0.0,128.5,150.911,577.5745105000007,-451.25434206499995,261835.4075511561,36428.14481210099
23.333333333333332,57.666666666666664,52.048316666666665,2104.6666666666665,9.5,3.6666666666666665,130.0,1.7983333333333331,1.6666666666666667,1.0,1.8333333333333333,0.16666666666666666,4.666666666666667,0.3333333333333333,2.0,3.1666666666666665,2.1666666666666665,7.666666666666667,17.69,1.0070000000000001,0.0,216.66666666666666,87.7714,205.91409300000046,-109.84220751499998,1738431.057990738,237915.77497583308
21.833333333333332,60.0,48.654525,2196.5,10.5,3.3333333333333335,115.83333333333333,1.9299999999999997,2.0,0.6666666666666666,2.6666666666666665,0.5,5.833333333333333,0.0,2.3333333333333335,0.6666666666666666,1.8333333333333333,4.833333333333333,12.716666666666667,1.2573333333333334,0.19846490000000003,195.0,69.6226,212.95169500000029,-133.932801445,2547000.851723169,351230.94280351617
23.0,62.333333333333336,52.25325,2276.6666666666665,10.5,3.3333333333333335,114.0,1.9450000000000003,2.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,7.0,0.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,3.6666666666666665,11.9775,1.2573333333333334,0.19846490000000003,195.0,65.3565,208.99846450000032,-151.89182955500002,2420287.6697059353,332823.7393095041
23.333333333333332,63.0,53.046416666666666,2290.8333333333335,10.5,3.3333333333333335,113.5,1.9483333333333335,2.0,0.6666666666666666,2.6666666666666665,2.0,7.333333333333333,0.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,3.3333333333333335,11.868333333333334,1.2573333333333334,0.19846490000000003,195.0,64.6649,214.10254550000028,-180.6538454350001,2287202.886876066,314079.72506048006
26.0,54.0,59.150979,905.4716666666667,9.333333333333334,3.6666666666666665,133.33333333333334,1.7283333333333335,1.5,1.0,3.3333333333333335,1.5,7.333333333333333,0.5,1.0,0.0,0.8333333333333334,2.3333333333333335,19.2684126984,0.5416666666666666,0.0,146.16666666666666,90.085,456.8217580000003,-392.737802505,411330.24601520714,57147.75930265494
23.166666666666668,62.666666666666664,52.65830333333333,2287.0,10.5,3.3333333333333335,114.0,1.9466666666666665,2.0,0.6666666666666666,2.6666666666666665,1.8333333333333333,7.166666666666667,0.0,2.3333333333333335,0.6666666666666666,0.5,3.5,11.89305555555,1.2573333333333334,0.19846490000000003,195.0,64.7845,203.27531150000033,-151.45790982999998,2425311.210682435,333464.3814745041
26.0,58.166666666666664,58.44813333333334,638.8616666666667,10.666666666666666,3.6666666666666665,129.0,2.2733333333333334,1.8333333333333333,2.1666666666666665,3.3333333333333335,0.0,7.333333333333333,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,27.87,0.24283333333333335,0.0,127.16666666666667,132.732,451.7375500000001,-438.20867019000013,259931.91061894112,36156.035051345985
23.5,63.333333333333336,53.32561833333333,2298.8333333333335,10.5,3.3333333333333335,113.66666666666667,1.95,2.0,0.6666666666666666,2.6666666666666665,2.1666666666666665,7.5,0.0,2.3333333333333335,0.6666666666666666,0.16666666666666666,3.1666666666666665,11.734166666666667,1.2573333333333334,0.19846490000000003,195.0,64.3538,206.84091650000028,-176.7582972450001,2238813.02565277,307174.248317666
22.833333333333332,62.0,51.657475,2267.3333333333335,10.5,3.3333333333333335,114.33333333333333,1.9433333333333334,2.0,0.6666666666666666,2.6666666666666665,1.5,6.833333333333333,0.0,2.3333333333333335,0.6666666666666666,0.8333333333333334,3.8333333333333335,12.060277777783334,1.2573333333333334,0.19846490000000003,195.0,65.6641,208.7761425000003,-148.24360068,2416814.708419735,332383.7940178541
22.333333333333332,61.0,50.22991666666667,2220.0,10.5,3.3333333333333335,115.0,1.9366666666666668,2.0,0.6666666666666666,2.6666666666666665,1.0,6.333333333333333,0.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,4.333333333333333,12.309166666666668,1.2573333333333334,0.19846490000000003,190.33333333333334,67.5414,219.47113250000035,-148.57186054499996,2459594.4378878004,338649.7208576421
22.5,61.333333333333336,50.49725,2178.3333333333335,10.5,3.3333333333333335,115.0,1.939166666666667,2.0,0.6666666666666666,2.6666666666666665,1.1666666666666667,6.5,0.0,2.3333333333333335,0.6666666666666666,1.1666666666666667,4.166666666666667,12.847500000000002,1.2573333333333334,0.19846490000000003,200.83333333333334,67.4561,210.31659250000033,-150.02514637999997,2410319.432000301,331420.3741240921
27.166666666666668,58.666666666666664,63.058195000000005,2364.3333333333335,10.166666666666666,3.6666666666666665,122.5,2.0483333333333333,1.6666666666666667,0.6666666666666666,2.8333333333333335,0.0,5.166666666666667,0.3333333333333333,2.3333333333333335,2.1666666666666665,0.0,4.833333333333333,14.027083333333335,1.2573333333333334,0.0,195.0,78.7218,257.0891035000005,-147.433052475,2040138.021618207,279579.1498152491
27.333333333333332,59.0,63.259949999999996,2344.0,10.166666666666666,3.6666666666666665,122.0,2.0516666666666663,1.6666666666666667,0.6666666666666666,2.8333333333333335,0.16666666666666666,5.333333333333333,0.3333333333333333,2.3333333333333335,2.1666666666666665,2.1666666666666665,7.0,14.084166666666668,1.2573333333333334,0.0,195.0,78.5049,219.52958450000042,-116.52625760999994,2383864.201646069,328221.48819990933
27.666666666666668,59.666666666666664,63.947616666666654,2381.1666666666665,10.166666666666666,3.6666666666666665,121.5,2.0549999999999997,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666666,5.666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,5.0,13.679166666666667,1.2573333333333334,0.0,195.0,77.1356,222.23470200000028,-123.29398652499995,2523808.634436069,348233.61765155924
28.0,60.333333333333336,64.96728333333333,2389.6666666666665,10.166666666666666,3.6666666666666665,121.0,2.06,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.0,6.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,4.666666666666667,13.415833333333332,1.2573333333333334,0.0,190.33333333333334,76.1275,238.65139800000026,-140.11293136999996,2415596.8989053494,332820.20930209226
24.833333333333332,51.666666666666664,56.01608733333333,812.4716666666667,9.333333333333334,3.6666666666666665,135.0,1.7133333333333336,1.5,1.0,3.5,0.16666666666666666,6.166666666666667,0.5,1.0,1.5,2.1666666666666665,5.166666666666667,20.185634920616668,0.5416666666666666,0.0,146.16666666666666,95.8605,442.927044,-366.9830922850002,567526.7421558765,78944.50677187192
28.333333333333332,61.0,66.11561666666667,2429.8333333333335,10.166666666666666,3.6666666666666665,120.66666666666667,2.065,1.6666666666666667,0.6666666666666666,2.8333333333333335,1.1666666666666667,6.333333333333333,0.3333333333333333,2.3333333333333335,2.1666666666666665,1.1666666666666667,6.0,13.219166666666666,1.2573333333333334,0.0,195.0,75.1465,225.46591700000027,-134.91181691499997,2344786.733803077,322134.64240289724
28.5,61.333333333333336,66.39484166666666,2437.0,10.166666666666666,3.6666666666666665,120.33333333333333,2.0666666666666664,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.5,6.5,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.8333333333333334,4.166666666666667,13.166944444450001,1.2573333333333334,0.0,195.0,74.8074,222.9929440000003,-142.75040526499993,2430457.9951063497,334433.46929929225
28.666666666666668,61.666666666666664,66.99061666666667,2446.3333333333335,10.166666666666666,3.6666666666666665,120.0,2.0683333333333334,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.6666666666666667,6.666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,4.0,13.084166666666668,1.2573333333333334,0.0,195.0,74.5467,222.4632495000003,-141.44903523999994,2438816.1171847843,335381.7202798042
24.166666666666668,58.5,54.72492499999999,2465.3333333333335,10.166666666666666,3.5,119.66666666666667,2.0683333333333334,1.6666666666666667,0.6666666666666666,2.8333333333333335,0.0,5.166666666666667,0.3333333333333333,2.3333333333333335,2.1666666666666665,0.0,4.833333333333333,13.271666666666668,1.2573333333333334,0.0,195.0,74.7737,229.72851050000045,-164.43492086000006,1983839.9372299577,271918.68930409907
28.833333333333332,62.0,67.39567000000001,2456.6666666666665,10.166666666666666,3.6666666666666665,120.0,2.0700000000000003,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.8333333333333333,6.833333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.5,3.8333333333333335,12.999722222216668,1.2573333333333334,0.0,195.0,74.2745,222.4632495000003,-141.44903523999994,2438816.1171847843,335381.7202798042
29.0,62.333333333333336,67.78378333333333,2460.5,10.166666666666666,3.6666666666666665,119.5,2.0716666666666668,1.6666666666666667,0.6666666666666666,2.6666666666666665,2.0,7.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333333,3.6666666666666665,12.975000000000001,1.2573333333333334,0.0,195.0,74.064,228.4514130000003,-155.78574579,2316119.9853064846,318357.5015707042
23.833333333333332,64.0,54.331050000000005,2318.5,10.5,3.3333333333333335,113.16666666666667,1.9533333333333331,2.0,0.6666666666666666,2.8333333333333335,2.3333333333333335,7.833333333333333,0.0,2.3333333333333335,2.1666666666666665,0.0,4.5,11.581666666666665,1.2573333333333334,0.19883941666666669,195.0,63.6031,221.97834350000042,-161.64436153000005,2139900.6655559847,293152.7889904111
38.166666666666664,60.0,93.78436166666667,2299.133333333333,10.5,4.0,120.5,2.0483333333333333,1.6666666666666667,0.6666666666666666,3.1666666666666665,4.666666666666667,10.166666666666666,0.3333333333333333,2.3333333333333335,1.8333333333333333,0.0,4.5,14.487083333333333,1.2573333333333334,0.0,195.0,81.843,264.9338145000004,-147.85498226500005,2029095.3266009337,278076.0664061611
21.666666666666668,57.833333333333336,48.994733333333336,806.6500000000001,10.666666666666666,3.3333333333333335,122.66666666666667,2.1633333333333336,2.0,2.0,1.6666666666666667,0.0,5.666666666666667,0.0,2.0,0.0,0.0,2.0,29.10833333333333,2.6425,0.0,178.0,129.491,444.9636135000003,-473.1366678599997,331545.1790015396,46048.371855316975
29.333333333333332,57.166666666666664,67.6365912,1770.3233333333335,9.666666666666666,4.0,137.5,1.7933333333333337,1.6666666666666667,0.5,2.5,0.0,4.666666666666667,0.3333333333333333,2.5,2.5,0.0,5.333333333333333,17.341666666666665,0.254,0.0,199.66666666666666,101.543,248.28501750000035,-110.37722549500006,1593263.1330442682,216627.89765181602
38.0,59.333333333333336,93.03045000000002,2511.3333333333335,10.166666666666666,4.0,121.66666666666667,2.0250000000000004,2.0,0.6666666666666666,2.5,4.833333333333333,10.0,0.0,2.3333333333333335,2.5,2.1666666666666665,7.0,14.274166666666666,1.2573333333333334,0.0,195.0,79.4926,246.77672250000066,-118.10150381999995,2491042.359408753,342924.98488102126
16.333333333333332,69.5,36.339594999999996,1415.9133333333332,12.666666666666666,2.8333333333333335,106.0,2.4433333333333334,1.8333333333333333,2.5,1.6666666666666667,0.0,6.0,0.16666666666666666,2.5,0.0,0.0,2.6666666666666665,26.156527777783335,3.8213333333333335,0.0,178.16666666666666,150.94,296.72350100000017,-228.14254491000023,1648300.312943206,227276.70352908102
23.5,58.0,52.180258333333335,2126.8333333333335,9.5,3.6666666666666665,129.83333333333334,1.8,1.6666666666666667,1.0,1.6666666666666667,0.5,4.833333333333333,0.3333333333333333,2.0,1.6666666666666667,1.8333333333333333,5.833333333333333,17.429166666666667,1.0070000000000001,0.0,216.66666666666666,86.7826,228.07640800000033,-130.03181208999996,1567708.9451502413,214640.20530890406
23.166666666666668,57.333333333333336,51.846561666666666,2125.0,9.5,3.6666666666666665,130.5,1.795,1.6666666666666667,1.0,1.8333333333333333,0.0,4.5,0.3333333333333333,2.0,3.1666666666666665,0.0,5.5,17.632916666666667,1.0070000000000001,0.0,216.66666666666666,87.9315,251.8988840000002,-152.11760257500012,1172537.6965541053,158186.5891222559
18.5,59.166666666666664,39.98755833333333,2295.6666666666665,10.5,3.1666666666666665,113.66666666666667,1.9450000000000003,2.0,0.6666666666666666,2.8333333333333335,0.0,5.5,0.0,2.3333333333333335,2.1666666666666665,0.0,4.5,12.165000000000001,1.2573333333333334,0.19846490000000003,195.0,65.4493,231.8637760000004,-166.14677711000004,2016970.974779522,275852.3780296941
27.5,59.333333333333336,63.39189166666666,2366.1666666666665,10.166666666666666,3.6666666666666665,121.83333333333333,2.0533333333333332,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.5,5.5,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.8333333333333333,5.166666666666667,13.823333333333332,1.2573333333333334,0.0,195.0,77.7453,228.0959935000003,-126.19783026999994,2516118.0487272413,347189.3252966543
26.833333333333332,55.666666666666664,61.505753999999996,815.9716666666667,9.333333333333334,3.6666666666666665,132.16666666666666,1.7366666666666666,1.5,1.0,3.3333333333333335,2.3333333333333335,8.166666666666666,0.5,1.0,0.0,0.0,1.5,19.665634920616668,0.5416666666666666,0.0,151.33333333333334,89.7787,469.6706405000003,-426.3431293999999,176062.294215526,24288.165291751004
21.666666666666668,51.166666666666664,47.481062333333334,933.805,9.333333333333334,3.5,132.66666666666666,1.7299999999999998,1.5,1.0,3.5,0.0,6.0,0.5,1.0,1.5,0.0,3.0,19.373134920616668,0.5416666666666666,0.0,146.16666666666666,89.2406,488.6456255000004,-466.6850206849997,149316.17785155692,20110.158033762018
38.5,60.666666666666664,94.11805833333335,2300.9666666666667,10.5,4.0,119.83333333333333,2.0533333333333332,1.6666666666666667,0.6666666666666666,3.0,5.166666666666667,10.5,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.8333333333333333,4.833333333333333,14.283333333333333,1.2573333333333334,0.0,195.0,80.7844,241.36497000000045,-115.49205401999994,2541226.3391786306,351126.1867539762
37.833333333333336,59.0,92.828695,2531.6666666666665,10.166666666666666,4.0,122.16666666666667,2.0216666666666665,2.0,0.6666666666666666,2.5,4.666666666666667,9.833333333333334,0.0,2.3333333333333335,2.5,0.0,4.833333333333333,14.217083333333333,1.2573333333333334,0.0,195.0,79.5958,278.6140280000005,-146.07233357000007,2094666.4700471407,286980.6616647111
17.166666666666668,40.5,37.02325642666666,481.96666666666664,7.5,3.1666666666666665,134.66666666666666,1.9116666666666664,1.5,1.3333333333333333,1.3333333333333333,0.0,4.166666666666667,0.5,0.6666666666666666,0.3333333333333333,0.0,1.5,29.623194444433334,0.0,0.09923245000000001,156.0,100.371,453.6896445000004,-461.092037555,123836.66731715004,17212.491814895006
25.5,53.0,57.72342066666667,858.1383333333333,9.333333333333334,3.6666666666666665,134.0,1.7216666666666665,1.5,1.0,3.3333333333333335,1.0,6.833333333333333,0.5,1.0,0.0,1.3333333333333333,2.8333333333333335,19.51730158728333,0.5416666666666666,0.0,141.5,92.1669,456.41896900000046,-397.20556353,452301.92439308873,62959.56454517396
30.0,63.5,70.44273333333332,821.6500000000001,11.0,3.6666666666666665,123.66666666666667,2.2416666666666667,2.0,2.0,1.6666666666666667,2.3333333333333335,8.0,0.0,2.0,0.0,2.3333333333333335,4.333333333333333,23.185000000000002,2.6425,0.0,179.33333333333334,118.659,418.7937154999999,-380.5689330400001,1043742.8398152839,145975.60429913888
22.666666666666668,61.666666666666664,51.37825,2260.1666666666665,10.5,3.3333333333333335,114.66666666666667,1.9416666666666664,2.0,0.6666666666666666,2.8333333333333335,1.1666666666666667,6.666666666666667,0.0,2.3333333333333335,2.1666666666666665,1.1666666666666667,5.666666666666667,12.112499999999999,1.2573333333333334,0.19846490000000003,195.0,66.1585,214.74837250000033,-140.83648983,2350602.497116462,322878.0306214591
23.666666666666668,63.666666666666664,54.012249999999995,2177.8333333333335,10.5,3.3333333333333335,113.16666666666667,1.9516666666666669,2.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,7.666666666666667,0.0,2.3333333333333335,0.6666666666666666,0.0,3.0,12.457500000000001,1.2573333333333334,0.19846490000000003,200.16666666666666,64.8152,213.15075450000026,-186.22887047000015,2204149.8732512575,302174.45668420603
22.0,60.333333333333336,49.210249999999995,2211.5,10.5,3.3333333333333335,115.5,1.9316666666666666,2.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,6.0,0.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,4.666666666666667,12.5725,1.2573333333333334,0.19846490000000003,195.0,68.6743,210.2792750000003,-129.08653728999994,2628170.2096136687,362616.41936451604
21.666666666666668,59.666666666666664,48.52258333333333,2174.3333333333335,10.5,3.3333333333333335,116.0,1.9283333333333335,2.0,0.6666666666666666,2.8333333333333335,0.16666666666666666,5.666666666666667,0.0,2.3333333333333335,2.1666666666666665,2.1666666666666665,6.666666666666667,12.977500000000001,1.2573333333333334,0.19846490000000003,195.0,69.7811,204.83533400000033,-125.58175488499997,2389278.8667767625,328378.2302205092
15.833333333333334,78.5,35.61828,267.2033333333333,9.0,2.5,82.83333333333333,2.5966666666666662,1.6666666666666667,2.1666666666666665,0.0,0.6666666666666666,4.5,0.3333333333333333,0.8333333333333334,0.0,1.6666666666666667,2.8333333333333335,15.124583333333334,3.0331666666666663,0.0,111.66666666666667,149.253,625.1648930000005,-446.9569409000002,589466.7651913202,82834.91777217003
22.666666666666668,41.166666666666664,52.34053459333333,420.8666666666666,7.666666666666667,3.3333333333333335,133.83333333333334,2.016666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,6.666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,27.750555555549997,0.0,0.0,156.0,217.123,472.8731355000002,-407.9624077950003,204985.75076327004,28775.328889299995
33.333333333333336,69.5,76.30132031666666,624.53,12.333333333333334,4.166666666666667,141.83333333333334,2.2616666666666667,1.5,2.5,5.0,0.0,9.0,0.5,0.5,0.0,0.0,1.0,38.31916666666667,1.008,0.0,145.16666666666666,346.945,1046.2746145000008,-440.14203578499996,317253.2989388446,43738.618971184995
14.0,64.16666666666667,30.48212821333333,1562.9833333333333,11.666666666666666,2.6666666666666665,100.83333333333333,2.34,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,5.0,0.3333333333333333,2.3333333333333335,0.0,0.0,2.6666666666666665,14.398472222216668,3.6443333333333334,0.0,205.0,204.331,247.4274810000001,-223.25992506000006,1847146.243944502,254084.67320160606
